# Species	Genes	Alg.-Conn.	s6.faa	s7.faa	s5.faa	s3.faa	s4.faa	s2.faa	s1.faa
6	9	0.778	lcl|NC_009782.1_prot_WP_001795146.1_1692,lcl|NC_009782.1_prot_WP_010922816.1_173	lcl|NC_009641.1_prot_WP_001797590.1_1084	lcl|NC_002758.2_prot_WP_010922816.1_173,lcl|NC_002758.2_prot_WP_001795146.1_1691	*	lcl|NC_002745.2_prot_WP_010922816.1_173,lcl|NC_002745.2_prot_WP_001795146.1_1576	lcl|NC_007622.1_prot_WP_042852596.1_783	lcl|NC_007795.1_prot_YP_499583.1_948
7	7	1	lcl|NC_009782.1_prot_WP_001795157.1_2773	lcl|NC_009641.1_prot_WP_001795157.1_2828	lcl|NC_002758.2_prot_WP_001795157.1_2772	lcl|NC_017333.1_prot_WP_000004808.1_2746	lcl|NC_002745.2_prot_WP_001795157.1_2664	lcl|NC_007622.1_prot_WP_011382399.1_2634	lcl|NC_007795.1_prot_YP_501345.1_2618
7	7	1	lcl|NC_009782.1_prot_WP_001795210.1_1921	lcl|NC_009641.1_prot_1908	lcl|NC_002758.2_prot_WP_001795210.1_1920	lcl|NC_017333.1_prot_1981	lcl|NC_002745.2_prot_WP_001795210.1_1804	lcl|NC_007622.1_prot_WP_078062664.1_1792	lcl|NC_007795.1_prot_YP_500419.1_1747
7	7	1	lcl|NC_009782.1_prot_WP_001795266.1_1103	lcl|NC_009641.1_prot_WP_001795544.1_1024	lcl|NC_002758.2_prot_WP_001795266.1_1102	lcl|NC_017333.1_prot_WP_001796515.1_1089	lcl|NC_002745.2_prot_WP_001795266.1_987	lcl|NC_007622.1_prot_WP_001795266.1_976	lcl|NC_007795.1_prot_YP_499524.1_891
7	7	1	lcl|NC_009782.1_prot_WP_001795272.1_1089	lcl|NC_009641.1_prot_WP_000455278.1_1010	lcl|NC_002758.2_prot_WP_001795272.1_1088	lcl|NC_017333.1_prot_WP_014937014.1_1076	lcl|NC_002745.2_prot_WP_001795272.1_973	lcl|NC_007622.1_prot_WP_078062650.1_962	lcl|NC_007795.1_prot_YP_499511.1_878
7	7	1	lcl|NC_009782.1_prot_WP_001795273.1_1083	lcl|NC_009641.1_prot_WP_001795545.1_1004	lcl|NC_002758.2_prot_WP_001795273.1_1082	lcl|NC_017333.1_prot_WP_001794241.1_1070	lcl|NC_002745.2_prot_WP_001795273.1_967	lcl|NC_007622.1_prot_WP_078062649.1_956	lcl|NC_007795.1_prot_YP_499505.1_872
5	5	1	lcl|NC_009782.1_prot_WP_001795286.1_2686	lcl|NC_009641.1_prot_WP_001790675.1_2739	lcl|NC_002758.2_prot_WP_001795286.1_2685	*	lcl|NC_002745.2_prot_WP_001795286.1_2577	*	lcl|NC_007795.1_prot_YP_501255.1_2531
7	7	1	lcl|NC_009782.1_prot_WP_001795300.1_2568	lcl|NC_009641.1_prot_WP_001795300.1_2621	lcl|NC_002758.2_prot_WP_001795300.1_2567	lcl|NC_017333.1_prot_WP_001793906.1_2555	lcl|NC_002745.2_prot_WP_001795300.1_2459	lcl|NC_007622.1_prot_WP_078062679.1_2445	lcl|NC_007795.1_prot_YP_501141.1_2423
7	7	1	lcl|NC_009782.1_prot_WP_001795316.1_2355	lcl|NC_009641.1_prot_WP_001793365.1_2409	lcl|NC_002758.2_prot_WP_001795316.1_2354	lcl|NC_017333.1_prot_WP_001792545.1_2346	lcl|NC_002745.2_prot_WP_001795316.1_2247	lcl|NC_007622.1_prot_WP_078062677.1_2237	lcl|NC_007795.1_prot_YP_500923.1_2223
7	7	1	lcl|NC_009782.1_prot_WP_001795344.1_124	lcl|NC_009641.1_prot_WP_001795559.1_75	lcl|NC_002758.2_prot_WP_001795344.1_124	lcl|NC_017333.1_prot_WP_074347662.1_137	lcl|NC_002745.2_prot_WP_001795344.1_124	lcl|NC_007622.1_prot_WP_078062623.1_70	lcl|NC_007795.1_prot_YP_498680.1_72
7	7	1	lcl|NC_009782.1_prot_WP_001795345.1_139	lcl|NC_009641.1_prot_WP_001789411.1_91	lcl|NC_002758.2_prot_WP_001795345.1_139	lcl|NC_017333.1_prot_WP_078096484.1_152	lcl|NC_002745.2_prot_WP_001795345.1_139	lcl|NC_007622.1_prot_WP_001789411.1_87	lcl|NC_007795.1_prot_YP_498696.1_87
7	7	1	lcl|NC_009782.1_prot_WP_001795358.1_240	lcl|NC_009641.1_prot_WP_001789452.1_192	lcl|NC_002758.2_prot_WP_001795358.1_240	lcl|NC_017333.1_prot_WP_072434892.1_248	lcl|NC_002745.2_prot_WP_001795358.1_240	lcl|NC_007622.1_prot_WP_078062626.1_192	lcl|NC_007795.1_prot_YP_498796.1_182
5	5	1	lcl|NC_009782.1_prot_WP_001795393.1_2100	lcl|NC_009641.1_prot_WP_001643732.1_2164	lcl|NC_002758.2_prot_WP_001795393.1_2099	*	lcl|NC_002745.2_prot_WP_000504568.1_1983	*	lcl|NC_007795.1_prot_YP_500668.1_1984
7	7	1	lcl|NC_009782.1_prot_WP_001795446.1_1552	lcl|NC_009641.1_prot_WP_001795446.1_1545	lcl|NC_002758.2_prot_WP_001795446.1_1551	lcl|NC_017333.1_prot_WP_001108886.1_1534	lcl|NC_002745.2_prot_WP_001795446.1_1436	lcl|NC_007622.1_prot_WP_078062657.1_1430	lcl|NC_007795.1_prot_YP_499984.1_1329
7	7	1	lcl|NC_009782.1_prot_WP_001795785.1_1399	lcl|NC_009641.1_prot_WP_001789892.1_1384	lcl|NC_002758.2_prot_WP_001795785.1_1398	lcl|NC_017333.1_prot_WP_074347689.1_1387	lcl|NC_002745.2_prot_WP_001795785.1_1283	lcl|NC_007622.1_prot_1275	lcl|NC_007795.1_prot_YP_499820.1_1178
7	7	1	lcl|NC_009782.1_prot_WP_001795833.1_1086	lcl|NC_009641.1_prot_WP_001795833.1_1007	lcl|NC_002758.2_prot_WP_001795833.1_1085	lcl|NC_017333.1_prot_WP_072434963.1_1073	lcl|NC_002745.2_prot_WP_001795833.1_970	lcl|NC_007622.1_prot_WP_001798480.1_959	lcl|NC_007795.1_prot_YP_499508.1_875
5	5	1	lcl|NC_009782.1_prot_WP_001795887.1_442	lcl|NC_009641.1_prot_WP_072050168.1_445	lcl|NC_002758.2_prot_WP_001795887.1_442	lcl|NC_017333.1_prot_WP_001825942.1_510	lcl|NC_002745.2_prot_WP_001795887.1_414	*	*
6	6	1	lcl|NC_009782.1_prot_WP_001796849.1_562	lcl|NC_009641.1_prot_WP_001796849.1_568	lcl|NC_002758.2_prot_WP_001796849.1_561	lcl|NC_017333.1_prot_WP_014936988.1_627	lcl|NC_002745.2_prot_WP_001796849.1_534	lcl|NC_007622.1_prot_WP_071665612.1_524	*
6	6	1	lcl|NC_009782.1_prot_WP_001796857.1_1449	lcl|NC_009641.1_prot_WP_071624255.1_1441	lcl|NC_002758.2_prot_WP_001796857.1_1448	lcl|NC_017333.1_prot_WP_071938154.1_1431	lcl|NC_002745.2_prot_WP_001796857.1_1333	lcl|NC_007622.1_prot_WP_072491575.1_1320	*
7	7	1	lcl|NC_009782.1_prot_WP_001796914.1_211	lcl|NC_009641.1_prot_WP_001797475.1_162	lcl|NC_002758.2_prot_WP_001796914.1_211	lcl|NC_017333.1_prot_WP_001807877.1_218	lcl|NC_002745.2_prot_WP_001796914.1_211	lcl|NC_007622.1_prot_WP_011382159.1_162	lcl|NC_007795.1_prot_YP_498765.1_153
5	5	1	lcl|NC_009782.1_prot_WP_001796971.1_982	lcl|NC_009641.1_prot_WP_001793573.1_903	lcl|NC_002758.2_prot_WP_001796971.1_981	*	lcl|NC_002745.2_prot_WP_001796971.1_866	lcl|NC_007622.1_prot_WP_011382249.1_854	*
7	7	1	lcl|NC_009782.1_prot_WP_001797134.1_758	lcl|NC_009641.1_prot_WP_001790169.1_777	lcl|NC_002758.2_prot_WP_001797134.1_757	lcl|NC_017333.1_prot_WP_001807803.1_829	lcl|NC_002745.2_prot_WP_001797134.1_730	lcl|NC_007622.1_prot_WP_011382216.1_723	lcl|NC_007795.1_prot_YP_499284.1_657
6	6	1	lcl|NC_009782.1_prot_WP_001797239.1_1099	lcl|NC_009641.1_prot_WP_001790097.1_1020	lcl|NC_002758.2_prot_WP_001797239.1_1098	lcl|NC_017333.1_prot_WP_000790905.1_1085	lcl|NC_002745.2_prot_WP_001797239.1_983	lcl|NC_007622.1_prot_WP_078062708.1_972	*
7	7	1	lcl|NC_009782.1_prot_WP_001797248.1_476	lcl|NC_009641.1_prot_WP_001795576.1_481	lcl|NC_002758.2_prot_WP_001797248.1_475	lcl|NC_017333.1_prot_WP_001825923.1_539	lcl|NC_002745.2_prot_WP_001797248.1_448	lcl|NC_007622.1_prot_WP_078062635.1_437	lcl|NC_007795.1_prot_YP_498995.1_376
7	7	1	lcl|NC_009782.1_prot_WP_001797427.1_2560	lcl|NC_009641.1_prot_WP_001797427.1_2612	lcl|NC_002758.2_prot_WP_001797427.1_2559	lcl|NC_017333.1_prot_WP_001801558.1_2546	lcl|NC_002745.2_prot_WP_001797427.1_2451	lcl|NC_007622.1_prot_WP_011382377.1_2437	lcl|NC_007795.1_prot_YP_501132.1_2416
6	6	1	lcl|NC_009782.1_prot_WP_001797763.1_1153	lcl|NC_009641.1_prot_WP_001790622.1_1075	lcl|NC_002758.2_prot_WP_001797763.1_1152	lcl|NC_017333.1_prot_WP_001825499.1_1140	lcl|NC_002745.2_prot_WP_001797763.1_1037	lcl|NC_007622.1_prot_WP_001797763.1_1028	*
7	7	1	lcl|NC_009782.1_prot_WP_001797828.1_1672	lcl|NC_009641.1_prot_WP_001789866.1_1666	lcl|NC_002758.2_prot_WP_001797828.1_1671	lcl|NC_017333.1_prot_WP_001794939.1_1725	lcl|NC_002745.2_prot_WP_001797828.1_1556	lcl|NC_007622.1_prot_WP_078062660.1_1554	lcl|NC_007795.1_prot_YP_500176.1_1517
7	7	1	lcl|NC_009782.1_prot_WP_001800578.1_1580	lcl|NC_009641.1_prot_WP_001789944.1_1573	lcl|NC_002758.2_prot_WP_001800578.1_1579	lcl|NC_017333.1_prot_WP_001825307.1_1562	lcl|NC_002745.2_prot_WP_001800578.1_1464	lcl|NC_007622.1_prot_WP_011382287.1_1457	lcl|NC_007795.1_prot_YP_500012.1_1357
7	7	1	lcl|NC_009782.1_prot_WP_001800825.1_1334	lcl|NC_009641.1_prot_WP_001803335.1_1319	lcl|NC_002758.2_prot_WP_001800825.1_1333	lcl|NC_017333.1_prot_WP_001806473.1_1321	lcl|NC_002745.2_prot_WP_001800825.1_1218	lcl|NC_007622.1_prot_WP_078062711.1_1207	lcl|NC_007795.1_prot_YP_499757.1_1116
7	7	1	lcl|NC_009782.1_prot_WP_001800836.1_2452	lcl|NC_009641.1_prot_WP_011443655.1_2503	lcl|NC_002758.2_prot_WP_001800836.1_2451	lcl|NC_017333.1_prot_WP_072460395.1_2438	lcl|NC_002745.2_prot_WP_001800836.1_2344	lcl|NC_007622.1_prot_WP_000228697.1_2328	lcl|NC_007795.1_prot_YP_501019.1_2316
7	7	1	lcl|NC_009782.1_prot_WP_001800884.1_14	lcl|NC_009641.1_prot_WP_001791710.1_14	lcl|NC_002758.2_prot_WP_001800884.1_14	lcl|NC_017333.1_prot_WP_016187238.1_14	lcl|NC_002745.2_prot_WP_001800884.1_14	lcl|NC_007622.1_prot_WP_045157541.1_14	lcl|NC_007795.1_prot_YP_498621.1_13
7	7	1	lcl|NC_009782.1_prot_WP_001800966.1_107	lcl|NC_009641.1_prot_WP_001791835.1_58	lcl|NC_002758.2_prot_WP_001800966.1_107	lcl|NC_017333.1_prot_WP_001791319.1_122	lcl|NC_002745.2_prot_WP_001800966.1_107	lcl|NC_007622.1_prot_WP_078062691.1_53	lcl|NC_007795.1_prot_YP_498664.1_56
7	7	1	lcl|NC_009782.1_prot_WP_001801730.1_734	lcl|NC_009641.1_prot_WP_001801730.1_753	lcl|NC_002758.2_prot_WP_001801730.1_733	lcl|NC_017333.1_prot_WP_072434940.1_805	lcl|NC_002745.2_prot_WP_001801730.1_706	lcl|NC_007622.1_prot_WP_000171189.1_699	lcl|NC_007795.1_prot_YP_499259.1_633
7	7	1	lcl|NC_009782.1_prot_WP_001801792.1_2268	lcl|NC_009641.1_prot_WP_001801792.1_2319	lcl|NC_002758.2_prot_WP_001801792.1_2267	lcl|NC_017333.1_prot_WP_001825751.1_2244	lcl|NC_002745.2_prot_WP_001801792.1_2152	lcl|NC_007622.1_prot_WP_078055792.1_2151	lcl|NC_007795.1_prot_YP_500827.1_2135
7	7	1	lcl|NC_009782.1_prot_WP_001801916.1_2545	lcl|NC_009641.1_prot_WP_001789934.1_2598	lcl|NC_002758.2_prot_WP_001801916.1_2544	lcl|NC_017333.1_prot_WP_001805726.1_2532	lcl|NC_002745.2_prot_WP_001801916.1_2437	lcl|NC_007622.1_prot_WP_001805726.1_2423	lcl|NC_007795.1_prot_YP_501117.1_2401
6	6	1	lcl|NC_009782.1_prot_WP_001801924.1_2723	lcl|NC_009641.1_prot_WP_001795485.1_2776	lcl|NC_002758.2_prot_WP_001801924.1_2722	*	lcl|NC_002745.2_prot_WP_001801924.1_2614	lcl|NC_007622.1_prot_WP_078062684.1_2584	lcl|NC_007795.1_prot_YP_501292.1_2565
7	7	1	lcl|NC_009782.1_prot_WP_001801936.1_1351	lcl|NC_009641.1_prot_WP_001820550.1_1336	lcl|NC_002758.2_prot_WP_001801936.1_1350	lcl|NC_017333.1_prot_WP_078064772.1_1338	lcl|NC_002745.2_prot_WP_001801936.1_1235	lcl|NC_007622.1_prot_WP_078062712.1_1224	lcl|NC_007795.1_prot_YP_499774.1_1132
7	7	1	lcl|NC_009782.1_prot_WP_001802007.1_336	lcl|NC_009641.1_prot_WP_001801779.1_367	lcl|NC_002758.2_prot_WP_001802007.1_336	lcl|NC_017333.1_prot_WP_014936975.1_418	lcl|NC_002745.2_prot_WP_001802007.1_336	lcl|NC_007622.1_prot_WP_042852405.1_304	lcl|NC_007795.1_prot_YP_498893.1_276
4	4	1	lcl|NC_009782.1_prot_WP_001802013.1_463	lcl|NC_009641.1_prot_WP_001813970.1_468	lcl|NC_002758.2_prot_WP_001802013.1_462	*	lcl|NC_002745.2_prot_WP_001802013.1_435	*	*
7	7	1	lcl|NC_009782.1_prot_WP_001802022.1_1698	lcl|NC_009641.1_prot_WP_001792568.1_1692	lcl|NC_002758.2_prot_WP_001802022.1_1697	lcl|NC_017333.1_prot_WP_001825349.1_1751	lcl|NC_002745.2_prot_WP_001802022.1_1582	lcl|NC_007622.1_prot_WP_078062662.1_1580	lcl|NC_007795.1_prot_YP_500203.1_1543
7	7	1	lcl|NC_009782.1_prot_WP_001802045.1_1245	lcl|NC_009641.1_prot_WP_001802045.1_1231	lcl|NC_002758.2_prot_WP_001802045.1_1244	lcl|NC_017333.1_prot_WP_075773743.1_1233	lcl|NC_002745.2_prot_WP_001802045.1_1129	lcl|NC_007622.1_prot_WP_000137801.1_1118	lcl|NC_007795.1_prot_YP_499667.1_1029
6	6	1	lcl|NC_009782.1_prot_WP_001802255.1_1972	lcl|NC_009641.1_prot_WP_001791795.1_1966	lcl|NC_002758.2_prot_WP_001802255.1_1971	lcl|NC_017333.1_prot_WP_002869660.1_2020	lcl|NC_002745.2_prot_WP_001802255.1_1855	*	lcl|NC_007795.1_prot_YP_500473.1_1798
6	6	1	lcl|NC_009782.1_prot_WP_001802298.1_2308	lcl|NC_009641.1_prot_WP_001802298.1_2359	lcl|NC_002758.2_prot_WP_001802298.1_2307	lcl|NC_017333.1_prot_WP_001802298.1_2284	lcl|NC_002745.2_prot_WP_001802298.1_2200	*	lcl|NC_007795.1_prot_YP_500868.1_2175
7	7	1	lcl|NC_009782.1_prot_WP_001802312.1_2054	lcl|NC_009641.1_prot_WP_001802312.1_2116	lcl|NC_002758.2_prot_WP_001802312.1_2053	lcl|NC_017333.1_prot_WP_001802312.1_2100	lcl|NC_002745.2_prot_WP_001802312.1_1937	lcl|NC_007622.1_prot_WP_001802312.1_2001	lcl|NC_007795.1_prot_YP_500626.1_1944
7	7	1	lcl|NC_009782.1_prot_WP_001802667.1_1682	lcl|NC_009641.1_prot_WP_001802667.1_1676	lcl|NC_002758.2_prot_WP_001802667.1_1681	lcl|NC_017333.1_prot_WP_001802667.1_1735	lcl|NC_002745.2_prot_WP_041202030.1_1566	lcl|NC_007622.1_prot_WP_001802667.1_1564	lcl|NC_007795.1_prot_YP_500187.1_1527
7	7	1	lcl|NC_009782.1_prot_WP_001802951.1_883	lcl|NC_009641.1_prot_WP_001802951.1_879	lcl|NC_002758.2_prot_WP_001802951.1_882	lcl|NC_017333.1_prot_WP_016187137.1_925	lcl|NC_002745.2_prot_WP_001802951.1_832	lcl|NC_007622.1_prot_WP_016187137.1_822	lcl|NC_007795.1_prot_YP_499382.1_750
7	7	1	lcl|NC_009782.1_prot_WP_001802965.1_560	lcl|NC_009641.1_prot_WP_001802965.1_566	lcl|NC_002758.2_prot_WP_001802965.1_559	lcl|NC_017333.1_prot_WP_074347671.1_625	lcl|NC_002745.2_prot_WP_001802965.1_532	lcl|NC_007622.1_prot_WP_078062701.1_522	lcl|NC_007795.1_prot_YP_499081.1_459
6	6	1	lcl|NC_009782.1_prot_WP_001803450.1_1363	lcl|NC_009641.1_prot_WP_001803450.1_1348	lcl|NC_002758.2_prot_WP_001803450.1_1362	lcl|NC_017333.1_prot_WP_001803450.1_1350	lcl|NC_002745.2_prot_WP_001803450.1_1247	lcl|NC_007622.1_prot_WP_001803450.1_1236	*
7	7	1	lcl|NC_009782.1_prot_WP_001803470.1_1419	lcl|NC_009641.1_prot_WP_001803470.1_1412	lcl|NC_002758.2_prot_WP_001803470.1_1418	lcl|NC_017333.1_prot_WP_001803470.1_1402	lcl|NC_002745.2_prot_WP_001803470.1_1303	lcl|NC_007622.1_prot_WP_042852887.1_1292	lcl|NC_007795.1_prot_YP_499848.1_1204
5	5	1	lcl|NC_009782.1_prot_WP_001803754.1_9	lcl|NC_009641.1_prot_WP_001803754.1_9	lcl|NC_002758.2_prot_WP_001803754.1_9	lcl|NC_017333.1_prot_WP_016186940.1_9	lcl|NC_002745.2_prot_WP_001803754.1_9	*	*
6	6	1	lcl|NC_009782.1_prot_WP_001803889.1_479	lcl|NC_009641.1_prot_WP_001803889.1_484	lcl|NC_002758.2_prot_WP_001803889.1_478	lcl|NC_017333.1_prot_WP_014373779.1_542	lcl|NC_002745.2_prot_WP_001803889.1_451	lcl|NC_007622.1_prot_WP_001803889.1_440	*
7	7	1	lcl|NC_009782.1_prot_WP_001805237.1_563	lcl|NC_009641.1_prot_WP_001805237.1_569	lcl|NC_002758.2_prot_WP_001805237.1_562	lcl|NC_017333.1_prot_WP_001805237.1_628	lcl|NC_002745.2_prot_WP_001805237.1_535	lcl|NC_007622.1_prot_WP_011382202.1_525	lcl|NC_007795.1_prot_YP_499083.1_461
7	7	1	lcl|NC_009782.1_prot_WP_001805835.1_2765	lcl|NC_009641.1_prot_WP_078061241.1_2820	lcl|NC_002758.2_prot_WP_001805835.1_2764	lcl|NC_017333.1_prot_WP_074347713.1_2739	lcl|NC_002745.2_prot_WP_001805835.1_2656	lcl|NC_007622.1_prot_WP_078062732.1_2626	lcl|NC_007795.1_prot_YP_501336.1_2609
7	7	1	lcl|NC_009782.1_prot_WP_001807377.1_2296	lcl|NC_009641.1_prot_WP_001807377.1_2347	lcl|NC_002758.2_prot_WP_001807377.1_2295	lcl|NC_017333.1_prot_WP_001807903.1_2272	lcl|NC_002745.2_prot_WP_001807377.1_2180	lcl|NC_007622.1_prot_WP_001807377.1_2179	lcl|NC_007795.1_prot_YP_500855.1_2162
7	7	1	lcl|NC_009782.1_prot_WP_001811366.1_1365	lcl|NC_009641.1_prot_WP_001806691.1_1350	lcl|NC_002758.2_prot_WP_001811366.1_1364	lcl|NC_017333.1_prot_WP_042907377.1_1352	lcl|NC_002745.2_prot_WP_001811366.1_1249	lcl|NC_007622.1_prot_WP_045181222.1_1238	lcl|NC_007795.1_prot_YP_499786.1_1144
7	7	1	lcl|NC_009782.1_prot_WP_001816819.1_1112	lcl|NC_009641.1_prot_WP_001804449.1_1034	lcl|NC_002758.2_prot_WP_001816819.1_1111	lcl|NC_017333.1_prot_WP_014532475.1_1098	lcl|NC_002745.2_prot_WP_001816819.1_996	lcl|NC_007622.1_prot_WP_078062709.1_987	lcl|NC_007795.1_prot_YP_499535.1_900
6	6	1	lcl|NC_009782.1_prot_WP_001817700.1_386	lcl|NC_009641.1_prot_WP_001822249.1_416	lcl|NC_002758.2_prot_WP_001817700.1_386	*	lcl|NC_002745.2_prot_WP_001817700.1_385	lcl|NC_007622.1_prot_WP_078062699.1_352	lcl|NC_007795.1_prot_YP_498940.1_322
7	7	1	lcl|NC_009782.1_prot_WP_001817755.1_1572	lcl|NC_009641.1_prot_WP_001817755.1_1565	lcl|NC_002758.2_prot_WP_001817755.1_1571	lcl|NC_017333.1_prot_WP_016169114.1_1554	lcl|NC_002745.2_prot_WP_001817755.1_1456	lcl|NC_007622.1_prot_WP_078062714.1_1449	lcl|NC_007795.1_prot_YP_500004.1_1349
7	7	1	lcl|NC_009782.1_prot_WP_001817979.1_649	lcl|NC_009641.1_prot_WP_001813976.1_669	lcl|NC_002758.2_prot_WP_001817979.1_648	lcl|NC_017333.1_prot_WP_016187114.1_723	lcl|NC_002745.2_prot_WP_001817979.1_621	lcl|NC_007622.1_prot_WP_078062705.1_617	lcl|NC_007795.1_prot_YP_499176.1_552
7	7	1	lcl|NC_009782.1_prot_WP_001819741.1_646	lcl|NC_009641.1_prot_WP_001819741.1_664	lcl|NC_002758.2_prot_WP_001819741.1_645	lcl|NC_017333.1_prot_WP_072434949.1_720	lcl|NC_002745.2_prot_WP_001819741.1_618	lcl|NC_007622.1_prot_WP_078062704.1_613	lcl|NC_007795.1_prot_YP_499173.1_549
7	7	1	lcl|NC_009782.1_prot_WP_001821522.1_2851	lcl|NC_009641.1_prot_WP_001802650.1_2904	lcl|NC_002758.2_prot_WP_001821522.1_2850	lcl|NC_017333.1_prot_WP_072460447.1_2818	lcl|NC_002745.2_prot_WP_001821522.1_2750	lcl|NC_007622.1_prot_WP_001804212.1_2707	lcl|NC_007795.1_prot_YP_501422.1_2690
7	7	1	lcl|NC_009782.1_prot_WP_001822491.1_2730	lcl|NC_009641.1_prot_WP_001827191.1_2783	lcl|NC_002758.2_prot_WP_001822491.1_2729	lcl|NC_017333.1_prot_WP_001827191.1_2705	lcl|NC_002745.2_prot_WP_001822491.1_2621	lcl|NC_007622.1_prot_WP_001827191.1_2591	lcl|NC_007795.1_prot_YP_501299.1_2572
7	7	1	lcl|NC_009782.1_prot_WP_001822528.1_92	lcl|NC_009641.1_prot_WP_001827266.1_39	lcl|NC_002758.2_prot_WP_001822528.1_92	lcl|NC_017333.1_prot_WP_074347663.1_106	lcl|NC_002745.2_prot_WP_001822528.1_92	lcl|NC_007622.1_prot_WP_001827266.1_42	lcl|NC_007795.1_prot_YP_498645.1_37
7	7	1	lcl|NC_009782.1_prot_WP_001822554.1_185	lcl|NC_009641.1_prot_WP_001802886.1_142	lcl|NC_002758.2_prot_WP_001822554.1_185	lcl|NC_017333.1_prot_WP_016187204.1_198	lcl|NC_002745.2_prot_WP_001822554.1_185	lcl|NC_007622.1_prot_WP_078062693.1_135	lcl|NC_007795.1_prot_YP_498745.1_133
7	7	1	lcl|NC_009782.1_prot_WP_001822764.1_361	lcl|NC_009641.1_prot_WP_002869272.1_391	lcl|NC_002758.2_prot_WP_001822764.1_361	lcl|NC_017333.1_prot_WP_016187155.1_442	lcl|NC_002745.2_prot_WP_001822764.1_360	lcl|NC_007622.1_prot_WP_078062698.1_327	lcl|NC_007795.1_prot_YP_498916.1_299
7	7	1	lcl|NC_009782.1_prot_WP_001822900.1_1915	lcl|NC_009641.1_prot_WP_002868962.1_1902	lcl|NC_002758.2_prot_WP_001822900.1_1914	lcl|NC_017333.1_prot_WP_016187361.1_1954	lcl|NC_002745.2_prot_WP_001822900.1_1798	lcl|NC_007622.1_prot_WP_078062717.1_1786	lcl|NC_007795.1_prot_YP_500413.1_1741
7	7	1	lcl|NC_009782.1_prot_WP_001827022.1_1563	lcl|NC_009641.1_prot_WP_001827022.1_1556	lcl|NC_002758.2_prot_WP_001827022.1_1562	lcl|NC_017333.1_prot_WP_031774809.1_1545	lcl|NC_002745.2_prot_WP_001827022.1_1447	lcl|NC_007622.1_prot_WP_001827022.1_1441	lcl|NC_007795.1_prot_YP_499995.1_1340
6	6	1	lcl|NC_009782.1_prot_WP_001834544.1_2832	lcl|NC_009641.1_prot_WP_072050155.1_2885	lcl|NC_002758.2_prot_WP_001834544.1_2831	lcl|NC_017333.1_prot_WP_001803564.1_2800	lcl|NC_002745.2_prot_WP_001834544.1_2731	lcl|NC_007622.1_prot_WP_001803564.1_2688	*
6	6	1	lcl|NC_009782.1_prot_WP_001834827.1_1352	lcl|NC_009641.1_prot_WP_016187591.1_1337	lcl|NC_002758.2_prot_WP_001834827.1_1351	lcl|NC_017333.1_prot_WP_016187092.1_1339	lcl|NC_002745.2_prot_WP_001834827.1_1236	lcl|NC_007622.1_prot_WP_001803447.1_1225	*
4	4	1	lcl|NC_009782.1_prot_WP_001834854.1_1451	lcl|NC_009641.1_prot_WP_001837917.1_1443	lcl|NC_002758.2_prot_WP_001834854.1_1450	*	lcl|NC_002745.2_prot_WP_001834854.1_1335	*	*
7	7	1	lcl|NC_009782.1_prot_WP_001835000.1_195	lcl|NC_009641.1_prot_WP_001802887.1_152	lcl|NC_002758.2_prot_WP_001835000.1_195	lcl|NC_017333.1_prot_WP_072512236.1_210	lcl|NC_002745.2_prot_WP_001835000.1_195	lcl|NC_007622.1_prot_WP_078062694.1_145	lcl|NC_007795.1_prot_YP_498755.1_143
7	7	1	lcl|NC_009782.1_prot_WP_001835496.1_2750	lcl|NC_009641.1_prot_WP_001803121.1_2806	lcl|NC_002758.2_prot_WP_001835496.1_2749	lcl|NC_017333.1_prot_WP_016187300.1_2725	lcl|NC_002745.2_prot_WP_001835496.1_2641	lcl|NC_007622.1_prot_WP_078062731.1_2612	lcl|NC_007795.1_prot_YP_501322.1_2595
7	7	1	lcl|NC_009782.1_prot_WP_001835549.1_2683	lcl|NC_009641.1_prot_WP_001795457.1_2736	lcl|NC_002758.2_prot_WP_001835549.1_2682	lcl|NC_017333.1_prot_WP_014653252.1_2663	lcl|NC_002745.2_prot_WP_001835549.1_2574	lcl|NC_007622.1_prot_WP_000356894.1_2551	lcl|NC_007795.1_prot_YP_501252.1_2528
6	6	1	lcl|NC_009782.1_prot_WP_001837742.1_18	lcl|NC_009641.1_prot_WP_001802976.1_18	lcl|NC_002758.2_prot_WP_001837742.1_18	lcl|NC_017333.1_prot_WP_071938112.1_18	lcl|NC_002745.2_prot_WP_078061228.1_18	lcl|NC_007622.1_prot_WP_078062622.1_18	*
4	5	0.6	lcl|NC_009782.1_prot_WP_001838172.1_949	lcl|NC_009641.1_prot_WP_001003272.1_2032,lcl|NC_009641.1_prot_WP_001003272.1_1163	lcl|NC_002758.2_prot_WP_001838172.1_948	*	*	*	lcl|NC_007795.1_prot_YP_500543.1_1863
7	7	1	lcl|NC_009782.1_prot_WP_001838183.1_1534	lcl|NC_009641.1_prot_WP_001788806.1_1527	lcl|NC_002758.2_prot_WP_001838183.1_1533	lcl|NC_017333.1_prot_WP_001788806.1_1517	lcl|NC_002745.2_prot_WP_001838183.1_1418	lcl|NC_007622.1_prot_WP_001788806.1_1405	lcl|NC_007795.1_prot_YP_499964.1_1312
4	4	1	lcl|NC_009782.1_prot_WP_001838199.1_2080	lcl|NC_009641.1_prot_WP_001549159.1_2142	lcl|NC_002758.2_prot_WP_001838199.1_2079	*	lcl|NC_002745.2_prot_WP_001549159.1_1963	*	*
