number Species	Genes	Alg.-Conn.	r1.faa	r2.faa	r3.faa	r4.faa	r5.faa	r6.faa	r7.faa
7	7	0.714	WP_010976971.1	WP_011190690.1	WP_011476921.1	WP_012150526.1	WP_053350936.1	NP_220616.1	WP_010886242.1
7	7	0.712	WP_010976871.1	WP_014419403.1	WP_011477778.1	WP_012150420.1	WP_014391873.1	NP_220552.1	WP_014411647.1
7	7	0.712	WP_010977180.1	WP_011190846.1	WP_011477022.1	WP_012150744.1	WP_014392174.1	NP_220778.1	WP_004597578.1
7	7	0.711	WP_010977889.1	WP_011191281.1	WP_011476742.1	WP_012151436.1	WP_045800113.1	NP_221212.1	WP_004599686.1
7	7	0.708	WP_004995619.1	WP_011190971.1	WP_011477450.1	WP_012262409.1	WP_053351014.1	NP_220906.1	WP_010886314.1
7	7	0.707	WP_010976712.1	WP_011190581.1	WP_011477944.1	WP_012150253.1	WP_045800134.1	NP_220414.1	WP_004596675.1
7	7	0.707	WP_010977512.1	WP_014419991.1	WP_011477518.1	WP_012151073.1	WP_053351085.1	NP_220965.1	WP_014411751.1
7	7	0.705	WP_010976752.1	WP_011190561.1	WP_011478044.1	WP_012150294.1	WP_014391754.1	NP_220436.1	WP_004596638.1
7	7	0.704	WP_004995830.1	WP_011190856.1	WP_011477551.1	WP_004995830.1	WP_014365878.1	NP_220790.1	WP_004597596.1
7	7	0.704	WP_010977344.1	WP_011190925.1	WP_011477579.1	WP_012150911.1	WP_082262788.1	NP_220859.1	WP_004599501.1
7	7	0.703	WP_041471738.1	WP_011191103.1	WP_011476898.1	WP_012151166.1	WP_014392650.1	NP_221033.1	WP_004599528.1
7	7	0.702	WP_010977043.1	WP_011190747.1	WP_011477675.1	WP_012150600.1	WP_045800245.1	NP_220675.1	WP_004597370.1
7	7	0.701	WP_010976819.1	WP_011190507.1	WP_011477918.1	WP_012262214.1	WP_014391788.1	NP_220496.1	WP_010886210.1
7	7	0.698	WP_010976943.1	WP_011190672.1	WP_011477568.1	WP_012150499.1	WP_014391933.1	NP_220599.1	WP_004595999.1
7	7	0.698	WP_016830790.1	WP_011190907.1	WP_011477559.1	WP_012150945.1	WP_053351049.1	NP_220841.1	WP_004597691.1
7	7	0.697	WP_010977648.1	WP_011191126.1	WP_011477168.1	WP_012151205.1	WP_053351107.1	NP_221055.1	WP_004598086.1
7	7	0.696	WP_010977803.1	WP_011191222.1	WP_011476788.1	WP_012151346.1	WP_014392820.1	NP_221154.1	WP_004596896.1
7	7	0.693	WP_010977089.1	WP_044286864.1	WP_011477477.1	WP_012150646.1	WP_014392080.1	NP_220706.1	WP_004597434.1
7	7	0.691	WP_010977337.1	WP_011190920.1	WP_011477391.1	WP_014362480.1	WP_053351044.1	NP_220854.1	WP_004597716.1
7	7	0.69	WP_010976834.1	WP_011190493.1	WP_011477838.1	WP_012262219.1	WP_045800160.1	NP_220510.1	WP_004597151.1
7	7	0.688	WP_004996606.1	WP_011190617.1	WP_011477789.1	WP_012150414.1	WP_014391868.1	NP_220547.1	WP_010886219.1
7	7	0.688	WP_010977462.1	WP_011191005.1	WP_011477213.1	WP_012151023.1	WP_014392368.1	NP_220940.1	WP_010886327.1
7	7	0.688	WP_010977879.1	WP_011191270.1	WP_011476764.1	WP_012151427.1	WP_014391639.1	NP_221201.1	WP_004599682.1
7	7	0.688	WP_012262333.1	WP_011190805.1	WP_011477081.1	WP_012262333.1	WP_014392116.1	NP_220735.1	WP_010886273.1
7	7	0.687	WP_004997606.1	WP_011191139.1	WP_011476876.1	WP_012151223.1	WP_014392698.1	NP_221067.1	WP_010886355.1
7	7	0.684	WP_010976756.1	WP_011190558.1	WP_011476711.1	WP_012150301.1	WP_014391758.1	NP_220439.1	WP_004599715.1
7	7	0.684	WP_010977626.1	WP_011191117.1	WP_011476912.1	WP_012262548.1	WP_014392667.1	NP_221046.1	WP_010886345.1
7	7	0.684	WP_010977799.1	WP_011191218.1	WP_011476793.1	WP_012151342.1	WP_045800086.1	NP_221150.1	WP_004596905.1
7	7	0.682	WP_041471763.1	WP_011190800.1	WP_011477504.1	WP_014362465.1	WP_053350966.1	NP_220730.1	WP_004599418.1
7	7	0.679	WP_010977195.1	WP_011190857.1	WP_011477547.1	WP_012150756.1	WP_053350988.1	NP_220791.1	WP_004597598.1
7	7	0.679	WP_010977909.1	WP_011191292.1	WP_011476747.1	WP_012151464.1	WP_014391668.1	NP_221222.1	WP_004596735.1
7	7	0.678	WP_010977007.1	WP_044286859.1	WP_011476980.1	WP_012262288.1	WP_014391997.1	NP_220649.1	WP_010886250.1
7	7	0.678	WP_016830802.1	WP_011190919.1	WP_011477394.1	WP_012150901.1	WP_045800394.1	NP_220853.1	WP_004597715.1
7	7	0.678	WP_041471707.1	WP_011190586.1	WP_011477829.1	WP_012150383.1	WP_041860482.1	NP_220516.1	WP_004599755.1
7	7	0.677	WP_010977801.1	WP_011191220.1	WP_011476791.1	WP_012151344.1	WP_014392818.1	NP_221152.1	WP_004596901.1
7	7	0.676	WP_004996745.1	WP_011190517.1	WP_011477980.1	WP_012150347.1	WP_045800512.1	NP_220487.1	WP_004596492.1
7	7	0.676	WP_010977623.1	WP_011191114.1	WP_011476933.1	WP_012151187.1	WP_045800484.1	NP_221043.1	WP_004596361.1
7	7	0.674	WP_014410777.1	WP_011190923.1	WP_011477386.1	WP_012262423.1	WP_014392437.1	NP_220857.1	WP_010886304.1
7	7	0.672	WP_081420716.1	WP_081420749.1	WP_081423319.1	WP_075807914.1	WP_082066714.1	NP_220839.1	WP_080508509.1
7	7	0.666	WP_016830931.1	WP_011191137.1	WP_011476877.1	WP_012151221.1	WP_053351112.1	NP_221065.1	WP_004598892.1
7	7	0.665	WP_010976927.1	WP_011190665.1	WP_011477752.1	WP_012150484.1	WP_014391923.1	NP_220592.1	WP_004595982.1
7	7	0.663	WP_010977010.1	WP_011190724.1	WP_011477493.1	WP_012150567.1	WP_053350945.1	NP_220652.1	WP_004599366.1
7	7	0.66	WP_010976982.1	WP_011190699.1	WP_011477631.1	WP_012150538.1	WP_014391969.1	NP_220625.1	WP_004596053.1
7	7	0.659	WP_081420726.1	WP_011191098.1	WP_081178430.1	WP_075807959.1	WP_082262794.1	NP_221030.2	WP_010886340.1
7	7	0.658	WP_010977658.1	WP_011191134.1	WP_011476891.1	WP_012262561.1	WP_082262795.1	NP_221063.1	WP_004598889.1
7	7	0.654	WP_010977284.1	WP_011190946.1	WP_011477444.1	WP_012150849.1	WP_053351007.1	NP_220883.1	WP_004597758.1
7	7	0.652	WP_010976701.1	WP_011190488.1	WP_041804728.1	WP_012150242.1	WP_045800137.1	NP_220408.1	WP_004596691.1
7	7	0.65	WP_004997180.1	WP_011191255.1	WP_011477302.1	WP_012262629.1	WP_014391617.1	NP_221187.1	WP_004596809.1
7	7	0.65	WP_010976703.1	WP_011190490.1	WP_011476860.1	WP_012150244.1	WP_053350879.1	NP_220410.1	WP_004596689.1
7	7	0.65	WP_010977760.1	WP_011191184.1	WP_011476830.1	WP_012151308.1	WP_045800069.1	NP_221117.1	WP_004599646.1
7	7	0.648	WP_010977127.1	WP_011190812.1	WP_011477090.1	WP_004995979.1	WP_014392123.1	NP_220743.1	WP_004597499.1
7	7	0.646	WP_004998178.1	WP_011190985.1	WP_041804778.1	WP_012262461.1	WP_045800380.1	NP_220920.1	WP_004597839.1
7	7	0.645	WP_010976702.1	WP_011190489.1	WP_045799786.1	WP_012262174.1	WP_014391736.1	NP_220409.1	WP_004599700.1
7	7	0.642	WP_010976780.1	WP_011190539.1	WP_011477954.1	WP_012150321.1	WP_014391781.1	NP_220460.1	WP_004599724.1
7	7	0.642	WP_010976888.1	WP_011190639.1	WP_011477755.1	WP_012150441.1	WP_053350916.1	NP_220567.1	WP_004595913.1
7	7	0.642	WP_010977282.1	WP_011190949.1	WP_011477447.1	WP_012150844.1	WP_053351005.1	NP_220886.1	WP_004599082.1
7	7	0.641	WP_010977560.1	WP_011191057.1	WP_011477130.1	WP_012151116.1	WP_053351094.1	NP_220989.1	WP_004596275.1
7	7	0.639	WP_010976838.1	WP_011190582.1	WP_011477833.1	WP_012262221.1	WP_053350897.1	NP_220512.1	WP_014411733.1
7	7	0.639	WP_041471748.1	WP_011191199.1	WP_011476773.1	WP_041472479.1	WP_082262798.1	NP_221131.1	WP_004596944.1
7	7	0.638	WP_016830997.1	WP_011191245.1	WP_011477923.1	WP_012151391.1	WP_014392850.1	NP_221177.1	WP_004596835.1
7	7	0.637	WP_010977307.1	WP_011190903.1	WP_011477242.1	WP_012262443.1	WP_045800404.1	NP_220837.1	WP_014607224.1
7	7	0.636	WP_010977327.1	WP_011190912.1	WP_011477036.1	WP_012150935.1	WP_045800397.1	NP_220846.1	WP_004597702.1
7	7	0.635	WP_010977783.1	WP_011191204.1	WP_011476777.1	WP_012262599.1	WP_053351125.1	NP_221135.1	WP_004599651.1
7	7	0.633	WP_004997429.1	WP_010886364.1	WP_041804591.1	WP_012151302.1	WP_004997429.1	NP_221115.2	WP_010886364.1
7	7	0.631	WP_004995874.1	WP_011190837.1	WP_011477595.1	WP_012150733.1	WP_053350979.1	NP_220768.1	WP_004597565.1
7	7	0.628	WP_010977126.1	WP_011190811.1	WP_011477089.1	WP_012150687.1	WP_053350968.1	NP_220742.1	WP_004597496.1
7	7	0.627	WP_010977333.1	WP_011190917.1	WP_011477396.1	WP_012150899.1	WP_053351045.1	NP_220851.1	WP_010886302.1
7	7	0.627	WP_010977423.1	WP_011190987.1	WP_011477025.1	WP_012150990.1	WP_045800379.1	NP_220923.1	WP_004597842.1
7	7	0.625	WP_010977125.1	WP_011190808.1	WP_011477086.1	WP_012150685.1	WP_014392120.1	NP_220739.1	WP_004597490.1
7	7	0.623	WP_010977087.1	WP_011190775.1	WP_011477480.1	WP_012150643.1	WP_014392077.1	NP_220704.1	WP_004597431.1
7	7	0.62	WP_010977074.1	WP_011190766.1	WP_011477474.1	WP_012150632.1	WP_014392068.1	YP_008550185.1	WP_004597411.1
7	7	0.609	WP_010977614.1	WP_011191111.1	WP_011476943.1	WP_012151177.1	WP_045800481.1	NP_221039.1	WP_004599523.1
7	7	0.605	WP_010977843.1	WP_011191244.1	WP_011477922.1	WP_012151390.1	WP_045800099.1	NP_221176.1	WP_004596837.1
7	7	0.598	WP_010977420.1	WP_011190983.1	WP_011477012.1	WP_012150985.1	WP_045800381.1	NP_220918.1	WP_004597837.1
7	7	0.594	WP_010977785.1	WP_011191206.1	WP_011476779.1	WP_012151330.1	WP_014392805.1	NP_221138.1	WP_010886370.1
7	7	0.591	WP_010976963.1	WP_014419412.1	WP_011476930.1	WP_012150515.1	WP_014391946.1	NP_220608.1	WP_010886239.1
7	7	0.583	WP_010976876.1	WP_011190630.1	WP_011477800.1	WP_012150426.1	WP_014391879.1	NP_220558.1	WP_004598625.1
7	7	0.579	WP_010977319.1	WP_011190910.1	WP_011477356.1	WP_012262436.1	WP_014392459.1	NP_220844.1	WP_004597696.1
7	7	0.578	WP_049824311.1	WP_011190755.1	WP_011476970.1	WP_012150612.1	WP_014392050.1	NP_220684.1	WP_004597387.1
7	7	0.576	WP_016830601.1	WP_011190553.1	WP_011478007.1	WP_012150307.1	WP_014391763.1	NP_220445.1	WP_004596623.1
7	7	0.574	WP_010977012.1	WP_011190726.1	WP_011477495.1	WP_012150569.1	WP_045800233.1	NP_220654.1	WP_004599369.1
7	7	0.572	WP_010977471.1	WP_011191010.1	WP_011477359.1	WP_012151029.1	WP_045800360.1	NP_220945.1	WP_004599016.1
7	7	0.569	WP_010977427.1	WP_011190991.1	WP_041804650.1	WP_012150994.1	WP_014392396.1	NP_220926.1	WP_004597847.1
7	7	0.555	WP_010976731.1	WP_011190570.1	WP_011476722.1	WP_012150275.1	WP_045800129.1	NP_220427.1	WP_004599711.1
7	7	0.542	WP_010977174.1	WP_011190839.1	WP_012152113.1	WP_012150736.1	WP_053350980.1	NP_220771.1	WP_010886281.1
7	7	0.541	WP_010976693.1	WP_011190482.1	WP_011476701.1	WP_012262166.1	WP_053350871.1	NP_220402.1	WP_004599696.1
7	7	0.511	WP_010977334.1	WP_011190918.1	WP_011477395.1	WP_012262420.1	WP_014392444.1	NP_220852.1	WP_004599496.1
7	7	0.493	WP_041471730.1	WP_011190997.1	WP_041804652.1	WP_012151014.1	WP_053351028.1	NP_220932.1	WP_004599037.1
7	7	0.49	WP_041471715.1	WP_011190815.1	WP_011477661.1	WP_012150690.1	WP_053350971.1	NP_220747.1	WP_004599429.1
7	7	0.482	WP_010977263.1	WP_011190956.1	WP_011477290.1	WP_012150829.1	WP_014392253.1	NP_220893.1	WP_004597784.1
7	7	0.449	WP_071597778.1	WP_011190595.1	WP_011477818.1	WP_075807897.1	WP_004996644.1	NP_220525.1	WP_004597177.1
7	7	0.415	WP_010977832.1	WP_011191236.1	WP_011476870.1	WP_012151375.1	WP_014392316.1	NP_221168.1	WP_004596866.1
7	7	0.408	WP_004997961.1	WP_011191034.1	WP_011477515.1	WP_014362486.1	WP_014392564.1	NP_220968.1	WP_010886332.1
7	7	0.407	WP_010977458.1	WP_011191001.1	WP_011477878.1	WP_012262476.1	WP_053351026.1	NP_220936.1	WP_010886325.1
7	7	0.392	WP_010976773.1	WP_011190544.1	WP_011477997.1	WP_004996813.1	WP_014391773.1	NP_220455.1	WP_004596584.1
7	7	0.365	WP_010977652.1	WP_011191128.1	WP_011476897.1	WP_012151209.1	WP_014392685.1	NP_221057.1	WP_004598082.1
7	7	0.361	WP_010977740.1	WP_011191175.1	WP_012151542.1	WP_012151291.1	WP_014392764.1	YP_008550195.1	WP_004599638.1
7	7	0.342	WP_010976872.1	WP_011190628.1	WP_011477309.1	WP_012150422.1	WP_014391875.1	NP_220555.1	WP_004598629.1
7	7	0.335	WP_010976967.1	WP_011190686.1	WP_011476925.1	WP_012150522.1	WP_053350934.1	NP_220612.1	WP_004598568.1
7	7	0.326	WP_016830932.1	WP_011191138.1	WP_081423345.1	WP_012151222.1	WP_014392697.1	NP_221066.1	WP_010886354.1
7	7	0.31	WP_010977393.1	WP_011190779.1	WP_011477862.1	WP_012262407.1	WP_014392286.1	NP_220707.1	WP_010886266.1
7	7	0.298	WP_010977132.1	WP_011190814.1	WP_011477662.1	WP_012262337.1	WP_053350970.1	NP_220746.1	WP_049751142.1
7	7	0.294	WP_081420739.1	WP_011190939.1	WP_011477437.1	WP_012150856.1	WP_053351142.1	NP_220874.1	WP_080580264.1
7	7	0.287	WP_010976857.1	WP_011190607.1	WP_011477239.1	WP_012150404.1	WP_053350902.1	NP_220537.1	WP_010886217.1
7	7	0.261	WP_010977741.1	WP_011191176.1	WP_011476736.1	WP_012151292.1	WP_053351119.1	NP_221109.1	WP_004599639.1
7	7	0.245	WP_010977663.1	WP_011191135.1	WP_011476879.1	WP_012262562.1	WP_053351111.1	NP_221064.1	WP_014411757.1
7	7	0.192	WP_010977289.1	WP_011190941.1	WP_011477439.1	WP_012150854.1	WP_014392273.1	NP_220877.1	WP_004597747.1
7	7	0.177	WP_010977734.1	WP_011191172.1	WP_011478053.1	WP_012151282.1	WP_045800062.1	NP_221106.1	WP_004599634.1
7	7	0.108	WP_010977656.1	WP_011191132.1	WP_011476893.1	WP_012151213.1	WP_053351110.1	NP_221061.1	WP_004598071.1
6	6	0.909	WP_016830682.1	WP_014419417.1	WP_011476950.1	*	WP_014391991.1	NP_220644.1	WP_004596091.1
6	6	0.904	WP_010977653.1	WP_011191129.1	WP_011476896.1	*	WP_053351109.1	NP_221058.1	WP_004598885.1
6	6	0.873	WP_010977301.1	WP_011190934.1	WP_011477614.1	*	WP_053351010.1	NP_220869.1	WP_004599090.1
6	6	0.867	WP_010977578.1	WP_011191073.1	WP_011477701.1	WP_012151137.1	WP_014392621.1	NP_221003.1	*
6	6	0.859	WP_010976784.1	WP_011190534.1	WP_011477946.1	WP_012150326.1	WP_014391821.1	NP_220465.1	*
6	6	0.856	WP_004996655.1	WP_011190584.1	WP_011477831.1	WP_012150382.1	WP_053350898.1	NP_220514.1	*
6	6	0.854	WP_010976852.1	WP_011190602.1	*	WP_012150398.1	WP_014391852.1	NP_220532.1	WP_004597190.1
6	6	0.85	WP_010977161.1	WP_011190829.1	WP_011477651.1	WP_012150720.1	WP_045800285.1	NP_220760.1	*
6	6	0.847	WP_010977568.1	*	WP_011477276.1	WP_012151123.1	WP_014392611.1	NP_220993.1	WP_004596258.1
6	6	0.837	WP_010977162.1	WP_011190830.1	WP_011477650.1	WP_012150721.1	*	NP_220761.1	WP_004597537.1
6	6	0.828	WP_010977802.1	WP_011191221.1	*	WP_012151345.1	WP_045800087.1	NP_221153.1	WP_014411762.1
6	6	0.826	WP_010977008.1	WP_011190722.1	WP_011476981.1	WP_012150566.1	WP_014391998.1	NP_220650.1	*
6	6	0.825	WP_010977242.1	WP_011190888.1	*	WP_012150807.1	WP_014392230.1	NP_220821.1	WP_004597658.1
6	6	0.823	WP_010977189.1	*	WP_011477557.1	WP_012150751.1	WP_053350986.1	NP_220786.1	WP_014411742.1
6	6	0.82	WP_010977376.1	WP_011190964.1	*	WP_012150882.1	WP_045800343.1	NP_220900.1	WP_004599076.1
6	6	0.82	WP_010977865.1	WP_011191259.1	WP_011477975.1	WP_012737046.1	WP_045799363.1	NP_221191.1	*
6	6	0.819	WP_010977742.1	WP_011191177.1	*	WP_012262586.1	WP_053351120.1	NP_221110.1	WP_004596985.1
6	6	0.817	WP_010977833.1	WP_011191238.1	WP_011476867.1	WP_012151377.1	WP_045800094.1	NP_221170.1	*
6	6	0.816	WP_010977024.1	WP_011190732.1	*	WP_012150581.1	WP_014392012.1	NP_220660.1	WP_004599376.1
6	6	0.812	WP_010977004.1	WP_011190720.1	*	WP_012150562.1	WP_045800231.1	NP_220648.1	WP_004597327.1
6	6	0.81	WP_010977112.1	*	WP_011477506.1	WP_012150671.1	WP_053350963.1	NP_220729.1	WP_010886271.1
6	6	0.808	WP_004996526.1	*	WP_011477763.1	WP_014362294.1	WP_041860488.1	NP_220580.1	WP_010886229.1
6	6	0.806	WP_010976758.1	WP_011190556.1	*	WP_012262194.1	WP_053350883.1	NP_220441.1	WP_004596628.1
6	6	0.803	WP_010977513.1	WP_011191032.1	WP_011477517.1	WP_012262503.1	WP_053351086.1	NP_220966.1	*
6	6	0.797	WP_010976868.1	WP_011190618.1	*	WP_012150415.1	WP_014391869.1	NP_220548.1	WP_004595873.1
6	6	0.79	WP_010976700.1	WP_011190487.1	WP_011477857.1	WP_012150240.1	*	NP_220407.1	WP_004599698.1
6	6	0.782	WP_010977784.1	WP_011191205.1	WP_011476778.1	WP_012151329.1	WP_014392804.1	NP_221136.1	*
6	6	0.781	WP_004998024.1	WP_011191020.1	WP_011477369.1	WP_012151056.1	WP_014392334.1	NP_220954.1	*
6	6	0.78	WP_004996151.1	*	WP_011477199.1	WP_004996151.1	WP_014392055.1	NP_220688.1	WP_010886260.1
6	6	0.779	WP_010977688.1	WP_011191154.1	WP_011477340.1	WP_012151246.1	WP_014392721.1	NP_221088.1	*
6	6	0.77	WP_010977890.1	*	WP_011476743.1	WP_012151437.1	WP_045800114.1	NP_221213.1	WP_004599687.1
6	6	0.767	WP_081420705.1	WP_011190731.1	*	WP_075807905.1	WP_097920920.1	NP_220659.2	WP_080508508.1
6	6	0.76	WP_010977771.1	WP_011191194.1	WP_011477866.1	WP_012151315.1	WP_045800074.1	NP_221127.1	*
6	6	0.757	WP_004998294.1	WP_011190915.1	*	WP_012150896.1	WP_097920922.1	NP_220849.1	WP_010886301.1
6	6	0.75	WP_004996838.1	*	WP_011476705.1	WP_012150306.1	WP_041860478.1	NP_220444.1	WP_010886198.1
6	6	0.74	WP_010976936.1	*	WP_011477228.1	WP_012262261.1	WP_045800205.1	YP_008550184.1	WP_014411656.1
6	6	0.737	WP_010977191.1	*	WP_011477555.1	WP_012150753.1	WP_053350987.1	NP_220787.1	WP_010886286.1
6	6	0.732	WP_029374450.1	WP_011190802.1	WP_011477435.1	WP_012150677.1	WP_045800528.1	NP_220732.1	*
6	6	0.731	WP_010977032.1	WP_011190737.1	*	WP_012150588.1	WP_053350949.1	NP_220665.1	WP_004599378.1
6	6	0.723	WP_010977521.1	WP_011191036.1	*	WP_012151082.1	WP_045800445.1	NP_220970.1	WP_004598988.1
6	6	0.721	WP_010977224.1	WP_044286903.1	*	WP_014273464.1	WP_014392211.1	NP_220807.1	WP_010886292.1
6	6	0.716	WP_010976998.1	*	WP_011476948.1	WP_012262286.1	WP_045800229.1	NP_220642.1	WP_010886248.1
6	6	0.715	WP_004996738.1	WP_011190513.1	WP_011477992.1	WP_004996738.1	*	NP_220491.1	WP_004596477.1
6	6	0.713	WP_010976911.1	WP_011190656.1	WP_012151660.1	*	WP_082066689.1	YP_008550183.1	WP_014411737.1
6	6	0.683	WP_010977846.1	WP_011191248.1	WP_011478076.1	WP_012151394.1	*	NP_221180.1	WP_004596828.1
6	6	0.678	WP_010977871.1	WP_011191264.1	WP_011477898.1	WP_012151420.1	*	NP_221195.1	WP_004599678.1
6	6	0.672	WP_010976717.1	WP_011190576.1	WP_011477939.1	WP_012150258.1	WP_014391723.1	NP_220419.1	*
6	6	0.659	WP_004998070.1	WP_011191011.1	WP_011477565.1	WP_004998070.1	WP_014392353.1	*	WP_004597885.1
6	6	0.65	WP_010977186.1	WP_011190852.1	WP_011477253.1	WP_012262359.1	WP_053350984.1	NP_220784.1	*
6	6	0.643	WP_010977033.1	WP_011190738.1	WP_011477681.1	WP_012262294.1	WP_014392029.1	NP_220666.1	*
6	6	0.634	WP_010977308.1	*	WP_011477243.1	WP_012150952.1	WP_014392472.1	NP_220838.1	WP_004599491.1
6	6	0.633	WP_010977409.1	WP_011190977.1	WP_011477581.1	WP_012150972.1	*	NP_220911.1	WP_004597824.1
6	6	0.615	WP_004997569.1	*	WP_011477049.1	WP_012151242.1	WP_014392718.1	NP_221086.1	WP_004597034.1
6	6	0.613	WP_010977468.1	WP_011191008.1	WP_011477419.1	WP_012151026.1	WP_045800362.1	NP_220943.1	*
6	6	0.608	WP_004996619.1	WP_011190605.1	*	WP_012262226.1	WP_014391856.1	NP_220535.1	WP_004599761.1
6	6	0.591	WP_010977165.1	*	WP_011477470.1	WP_012262348.1	WP_053350978.1	NP_220763.1	WP_004597555.1
6	6	0.533	WP_010977744.1	WP_044287117.1	*	WP_012262587.1	WP_053351121.1	NP_221112.1	WP_004599643.1
6	6	0.524	WP_010977680.1	WP_011191144.1	WP_011477062.1	WP_012262567.1	*	NP_221077.1	WP_004597055.1
6	6	0.513	WP_010976897.1	WP_011190648.1	WP_041804712.1	WP_012150453.1	WP_014391900.1	NP_220575.1	*
6	6	0.494	WP_010977278.1	WP_011190950.1	WP_011477612.1	WP_012262399.1	WP_053351004.1	NP_220887.1	*
6	6	0.485	WP_010977442.1	WP_011190995.1	WP_011477330.1	*	WP_053351030.1	NP_220929.1	WP_014411750.1
6	6	0.425	WP_010977607.1	WP_081420751.1	WP_011476905.1	WP_010977607.1	WP_014392655.1	*	WP_014411594.1
6	6	0.385	WP_010977075.1	WP_011190767.1	WP_011477473.1	WP_012262315.1	WP_053350956.1	NP_220696.1	*
6	6	0.254	WP_010977323.1	WP_011190911.1	WP_011477032.1	*	WP_053351063.1	NP_220845.1	WP_004599494.1
6	6	0.244	WP_010977256.1	*	WP_011477353.1	WP_012150821.1	WP_045800319.1	NP_220829.1	WP_004597673.1
6	6	0.161	WP_010977184.1	WP_011190850.1	*	WP_012262358.1	WP_045800294.1	NP_220782.1	WP_010886284.1
6	6	0.107	*	WP_011191046.1	WP_011477398.1	WP_012262512.1	WP_053351089.1	NP_220980.1	WP_014411752.1
6	6	0.0715	WP_010977831.1	WP_011191235.1	WP_011476871.1	WP_012151374.1	*	NP_221167.1	WP_004599664.1
6	6	0.0472	WP_010977835.1	WP_011190899.1	WP_011476845.1	*	WP_053351134.1	NP_220832.1	WP_014411776.1
5	5	0.951	*	WP_004596267.1	WP_012151800.1	*	WP_053351150.1	YP_008550187.1	WP_004596267.1
5	5	0.907	*	WP_011191037.1	WP_011477522.1	*	WP_045800446.1	NP_220971.1	WP_004598986.1
5	5	0.87	*	WP_011191269.1	WP_011476762.1	*	WP_053350861.1	NP_221200.1	WP_004596777.1
5	5	0.856	*	WP_011190972.1	WP_011477853.1	*	WP_045800335.1	NP_220907.1	WP_004599065.1
5	5	0.826	*	WP_011191224.1	WP_011476786.1	WP_012151348.1	*	NP_221156.1	WP_004596890.1
5	5	0.826	WP_041471770.1	WP_011191027.1	*	WP_012151063.1	*	NP_220961.1	WP_004599000.1
5	5	0.814	WP_010977913.1	WP_011191297.1	WP_081178493.1	*	WP_081120821.1	*	WP_004596725.1
5	5	0.806	WP_010976719.1	WP_011190574.1	*	WP_012150259.1	WP_045800132.1	*	WP_004599706.1
5	5	0.759	WP_010976740.1	WP_011190568.1	WP_081423341.1	*	*	NP_220429.1	WP_004596650.1
5	5	0.757	WP_010977500.1	WP_011191026.1	*	WP_012151062.1	*	NP_220960.1	WP_004597918.1
5	5	0.69	WP_010976729.1	*	WP_011476725.1	WP_012262186.1	*	NP_220425.1	WP_010886196.1
5	5	0.662	WP_041471713.1	WP_011190765.1	WP_011476960.1	WP_012150630.1	WP_014392066.1	*	*
5	5	0.595	*	WP_011191156.1	WP_012152223.1	WP_014362496.1	*	NP_221090.1	WP_004599629.1
5	5	0.452	WP_010976892.1	WP_011190643.1	WP_041804899.1	WP_012150446.1	WP_053350918.1	*	*
4	5	0.234	WP_010977609.1	*	WP_011476944.1,WP_011476801.1	WP_012151307.1	WP_014392779.1	*	*
4	5	0.112	WP_004996061.1	WP_011191067.1	*	WP_012150654.1,WP_012151128.1	WP_014392087.1	*	*
4	4	0.968	*	WP_011190666.1	*	*	WP_097920919.1	NP_220593.1	WP_010886233.1
4	4	0.954	*	WP_011191155.1	*	*	WP_014392736.1	NP_221089.1	WP_004599628.1
4	4	0.952	*	WP_011190996.1	*	*	WP_014392382.1	NP_220931.1	WP_004599039.1
4	4	0.917	*	WP_011191113.1	WP_011477177.1	*	*	NP_221042.1	WP_010886344.1
4	4	0.914	WP_010977234.1	*	WP_011477889.1	WP_012150796.1	WP_053350997.1	*	*
4	4	0.913	*	WP_011190501.1	WP_011477869.1	*	*	NP_220502.1	WP_004597143.1
4	4	0.913	WP_010977507.1	*	WP_011477668.1	WP_012151066.1	WP_014392557.1	*	*
4	4	0.913	WP_016830662.1	*	WP_011477197.1	WP_012150507.1	WP_014365352.1	*	*
4	4	0.903	WP_010977667.1	*	WP_011476874.1	WP_004997602.1	WP_014392701.1	*	*
4	4	0.902	WP_010976836.1	*	WP_011477836.1	WP_012150377.1	WP_053350895.1	*	*
4	4	0.902	WP_010976951.1	*	WP_011477196.1	WP_012150508.1	WP_014391939.1	*	*
4	4	0.901	WP_071597849.1	*	WP_081423352.1	WP_071597849.1	WP_071597849.1	*	*
4	4	0.899	*	WP_011191145.1	WP_011477061.1	*	*	NP_221078.1	WP_004597052.1
4	4	0.899	WP_010977753.1	*	WP_011476809.1	WP_012151304.1	WP_014392776.1	*	*
4	4	0.897	WP_016830735.1	WP_014419430.1	WP_041804881.1	*	*	*	WP_004597561.1
4	4	0.892	*	WP_011190789.1	WP_011477375.1	*	*	NP_220718.1	WP_004597461.1
4	4	0.892	WP_012151206.1	*	WP_041804635.1	WP_012151206.1	WP_014392682.1	*	*
4	4	0.889	WP_010977167.1	*	WP_011477601.1	WP_012150727.1	WP_014392157.1	*	*
4	4	0.886	WP_010977172.1	*	WP_011477594.1	WP_012150734.1	WP_014392165.1	*	*
4	4	0.884	WP_010977351.1	*	WP_011477611.1	WP_012150915.1	WP_014392425.1	*	*
4	4	0.867	WP_004997145.1	*	WP_011478012.1	WP_012151425.1	WP_014391636.1	*	*
