Orthogroup	c1	c2	c3	c4	c5
OG0000820	lcl|NC_000922.1_prot_NP_225082.1_845	lcl|NC_005043.1_prot_WP_010883522.1_888	lcl|NC_002491.1_prot_WP_010895384.1_892	lcl|NC_017285.1_prot_WP_014518202.1_924	lcl|AE002161.1_prot_AAF38759.1_963
OG0000821	lcl|NC_000922.1_prot_NP_225083.1_846	lcl|NC_005043.1_prot_WP_011126245.1_889	lcl|NC_002491.1_prot_WP_010892236.1_893	lcl|NC_017285.1_prot_WP_014518201.1_923	lcl|AE002161.1_prot_AAF38758.1_962
OG0000822	lcl|NC_000922.1_prot_NP_225084.1_847	lcl|NC_005043.1_prot_WP_010883524.1_890	lcl|NC_002491.1_prot_WP_010883524.1_894	lcl|NC_017285.1_prot_WP_014518200.1_922	lcl|AE002161.1_prot_AAF38757.1_961
OG0000823	lcl|NC_000922.1_prot_NP_225085.1_848	lcl|NC_005043.1_prot_WP_010883525.1_891	lcl|NC_002491.1_prot_WP_010883525.1_895	lcl|NC_017285.1_prot_WP_014518199.1_921	lcl|AE002161.1_prot_AAF38756.1_960
OG0000824	lcl|NC_000922.1_prot_NP_225086.1_849	lcl|NC_005043.1_prot_WP_010883526.1_892	lcl|NC_002491.1_prot_WP_010883526.1_896	lcl|NC_017285.1_prot_WP_041466861.1_920	lcl|AE002161.1_prot_AAF38755.1_959
OG0000825	lcl|NC_000922.1_prot_NP_225087.1_850	lcl|NC_005043.1_prot_WP_010883527.1_893	lcl|NC_002491.1_prot_WP_010883527.1_897	lcl|NC_017285.1_prot_WP_010883527.1_919	lcl|AE002161.1_prot_AAF38754.1_958
OG0000826	lcl|NC_000922.1_prot_NP_225088.1_851	lcl|NC_005043.1_prot_WP_041466970.1_894	lcl|NC_002491.1_prot_WP_010895385.1_898	lcl|NC_017285.1_prot_WP_014518196.1_918	lcl|AE002161.1_prot_AAF38753.1_957
OG0000827	lcl|NC_000922.1_prot_NP_225089.1_852	lcl|NC_005043.1_prot_WP_010883529.1_895	lcl|NC_002491.1_prot_WP_010883529.1_899	lcl|NC_017285.1_prot_WP_014518195.1_917	lcl|AE002161.1_prot_AAF38752.1_956
OG0000828	lcl|NC_000922.1_prot_NP_225090.1_853	lcl|NC_005043.1_prot_WP_010883530.1_896	lcl|NC_002491.1_prot_WP_010883530.1_900	lcl|NC_017285.1_prot_WP_010883530.1_916	lcl|AE002161.1_prot_AAF38751.1_955
OG0000829	lcl|NC_000922.1_prot_NP_225091.1_854	lcl|NC_005043.1_prot_WP_010883531.1_897	lcl|NC_002491.1_prot_WP_010883531.1_901	lcl|NC_017285.1_prot_WP_010883531.1_915	lcl|AE002161.1_prot_AAF38750.1_954
OG0000830	lcl|NC_000922.1_prot_NP_225092.1_855	lcl|NC_005043.1_prot_WP_010883532.1_898	lcl|NC_002491.1_prot_WP_010883532.1_902	lcl|NC_017285.1_prot_WP_014518194.1_914	lcl|AE002161.1_prot_AAF38749.1_953
OG0000831	lcl|NC_000922.1_prot_NP_225093.1_856	lcl|NC_005043.1_prot_WP_010883533.1_899	lcl|NC_002491.1_prot_WP_010883533.1_903	lcl|NC_017285.1_prot_WP_014518193.1_913	lcl|AE002161.1_prot_AAF38748.1_952
OG0000832	lcl|NC_000922.1_prot_NP_225094.1_857	lcl|NC_005043.1_prot_WP_010883534.1_900	lcl|NC_002491.1_prot_WP_010892233.1_904	lcl|NC_017285.1_prot_WP_014518192.1_912	lcl|AE002161.1_prot_AAF38747.1_951
OG0000833	lcl|NC_000922.1_prot_NP_225095.1_858	lcl|NC_005043.1_prot_WP_010883535.1_901	lcl|NC_002491.1_prot_WP_010892232.1_905	lcl|NC_017285.1_prot_WP_010883535.1_911	lcl|AE002161.1_prot_AAF38746.1_950
OG0000834	lcl|NC_000922.1_prot_NP_225096.1_859	lcl|NC_005043.1_prot_WP_010883536.1_902	lcl|NC_002491.1_prot_WP_010895386.1_906	lcl|NC_017285.1_prot_WP_014518191.1_910	lcl|AE002161.1_prot_AAF38745.1_949
OG0000835	lcl|NC_000922.1_prot_NP_225097.1_860	lcl|NC_005043.1_prot_WP_010883537.1_903	lcl|NC_002491.1_prot_WP_010883537.1_907	lcl|NC_017285.1_prot_WP_014518190.1_909	lcl|AE002161.1_prot_AAF38744.1_948
OG0000836	lcl|NC_000922.1_prot_NP_225098.1_861	lcl|NC_005043.1_prot_WP_010883538.1_904	lcl|NC_002491.1_prot_WP_010883538.1_908	lcl|NC_017285.1_prot_WP_014518189.1_908	lcl|AE002161.1_prot_AAF38743.1_947
OG0000837	lcl|NC_000922.1_prot_NP_225099.1_862	lcl|NC_005043.1_prot_WP_010883539.1_905	lcl|NC_002491.1_prot_WP_010883539.1_909	lcl|NC_017285.1_prot_WP_035417023.1_907	lcl|AE002161.1_prot_AAF38742.1_946
OG0000838	lcl|NC_000922.1_prot_NP_225100.1_863	lcl|NC_005043.1_prot_WP_011126249.1_906	lcl|NC_002491.1_prot_WP_010883540.1_910	lcl|NC_017285.1_prot_WP_014518187.1_906	lcl|AE002161.1_prot_AAF38741.1_945
OG0000839	lcl|NC_000922.1_prot_NP_225101.1_864	lcl|NC_005043.1_prot_WP_010883541.1_907	lcl|NC_002491.1_prot_WP_010883541.1_911	lcl|NC_017285.1_prot_WP_014518186.1_905	lcl|AE002161.1_prot_AAF38740.1_944
OG0000840	lcl|NC_000922.1_prot_NP_225102.1_865	lcl|NC_005043.1_prot_WP_010883542.1_908	lcl|NC_002491.1_prot_WP_010883542.1_912	lcl|NC_017285.1_prot_WP_014518185.1_904	lcl|AE002161.1_prot_AAF38739.1_943
OG0000841	lcl|NC_000922.1_prot_NP_225103.1_866	lcl|NC_005043.1_prot_WP_010883543.1_909	lcl|NC_002491.1_prot_WP_010883543.1_913	lcl|NC_017285.1_prot_WP_010883543.1_903	lcl|AE002161.1_prot_AAF38738.1_942
OG0000842	lcl|NC_000922.1_prot_NP_225104.1_867	lcl|NC_005043.1_prot_WP_010883544.1_910	lcl|NC_002491.1_prot_WP_010895387.1_914	lcl|NC_017285.1_prot_WP_010883544.1_902	lcl|AE002161.1_prot_AAF73720.1_941
OG0000843	lcl|NC_000922.1_prot_NP_225105.1_868	lcl|NC_005043.1_prot_WP_010883545.1_911	lcl|NC_002491.1_prot_WP_010883545.1_915	lcl|NC_017285.1_prot_WP_014518184.1_901	lcl|AE002161.1_prot_AAF38737.1_940
OG0000844	lcl|NC_000922.1_prot_NP_225106.1_869	lcl|NC_005043.1_prot_WP_010883546.1_912	lcl|NC_002491.1_prot_WP_010883546.1_916	lcl|NC_017285.1_prot_WP_014518183.1_900	lcl|AE002161.1_prot_AAF38736.1_939
OG0000845	lcl|NC_000922.1_prot_NP_225107.1_870	lcl|NC_005043.1_prot_WP_011126252.1_913	lcl|NC_002491.1_prot_WP_010892230.1_917	lcl|NC_017285.1_prot_WP_014518182.1_899	lcl|AE002161.1_prot_AAF38735.1_938
OG0000846	lcl|NC_000922.1_prot_NP_225108.1_871	lcl|NC_005043.1_prot_WP_010883548.1_914	lcl|NC_002491.1_prot_WP_010883548.1_918	lcl|NC_017285.1_prot_WP_010883548.1_898	lcl|AE002161.1_prot_AAF38734.1_937
OG0000847	lcl|NC_000922.1_prot_NP_225109.1_872	lcl|NC_005043.1_prot_WP_010883549.1_915	lcl|NC_002491.1_prot_WP_010892229.1_919	lcl|NC_017285.1_prot_WP_010883549.1_897	lcl|AE002161.1_prot_AAF38733.1_936
OG0000848	lcl|NC_000922.1_prot_NP_225110.1_873	lcl|NC_005043.1_prot_WP_010883550.1_916	lcl|NC_002491.1_prot_WP_010883550.1_920	lcl|NC_017285.1_prot_WP_010883550.1_896	lcl|AE002161.1_prot_AAF73719.1_935
OG0000849	lcl|NC_000922.1_prot_NP_225111.1_874	lcl|NC_005043.1_prot_WP_010883551.1_917	lcl|NC_002491.1_prot_WP_010883551.1_921	lcl|NC_017285.1_prot_WP_014518181.1_895	lcl|AE002161.1_prot_AAF38732.1_934
OG0000850	lcl|NC_000922.1_prot_NP_225112.1_875	lcl|NC_005043.1_prot_WP_010883552.1_918	lcl|NC_002491.1_prot_WP_010883552.1_922	lcl|NC_017285.1_prot_WP_014518180.1_894	lcl|AE002161.1_prot_AAF38731.1_933
OG0000851	lcl|NC_000922.1_prot_NP_225113.1_876	lcl|NC_005043.1_prot_WP_010883553.1_919	lcl|NC_002491.1_prot_WP_010883553.1_923	lcl|NC_017285.1_prot_WP_014518179.1_893	lcl|AE002161.1_prot_AAF38730.1_932
OG0000852	lcl|NC_000922.1_prot_NP_225114.1_877	lcl|NC_005043.1_prot_WP_010883554.1_920	lcl|NC_002491.1_prot_WP_010883554.1_924	lcl|NC_017285.1_prot_WP_014518178.1_892	lcl|AE002161.1_prot_AAF73718.1_931
OG0000853	lcl|NC_000922.1_prot_NP_225115.1_878	lcl|NC_005043.1_prot_WP_010883555.1_921	lcl|NC_002491.1_prot_WP_010895388.1_925	lcl|NC_017285.1_prot_WP_010883555.1_891	lcl|AE002161.1_prot_AAF38729.1_930
OG0000854	lcl|NC_000922.1_prot_NP_225116.1_879	lcl|NC_005043.1_prot_WP_010883556.1_922	lcl|NC_002491.1_prot_WP_010895389.1_926	lcl|NC_017285.1_prot_WP_014518177.1_890	lcl|AE002161.1_prot_AAF38728.1_929
OG0000855	lcl|NC_000922.1_prot_NP_225117.1_880	lcl|NC_005043.1_prot_WP_010883557.1_923	lcl|NC_002491.1_prot_WP_010883557.1_927	lcl|NC_017285.1_prot_WP_010883557.1_889	lcl|AE002161.1_prot_AAF38727.1_928
OG0000856	lcl|NC_000922.1_prot_NP_225118.1_881	lcl|NC_005043.1_prot_WP_010883558.1_924	lcl|NC_002491.1_prot_WP_010883558.1_928	lcl|NC_017285.1_prot_WP_035417011.1_888	lcl|AE002161.1_prot_AAF38726.1_927
OG0000857	lcl|NC_000922.1_prot_NP_225119.1_882	lcl|NC_005043.1_prot_WP_010883559.1_925	lcl|NC_002491.1_prot_WP_010883559.1_929	lcl|NC_017285.1_prot_WP_014518176.1_887	lcl|AE002161.1_prot_AAF38725.1_926
OG0000858	lcl|NC_000922.1_prot_NP_225120.1_883	lcl|NC_005043.1_prot_WP_010883560.1_926	lcl|NC_002491.1_prot_WP_010883560.1_930	lcl|NC_017285.1_prot_WP_014518175.1_886	lcl|AE002161.1_prot_AAF38724.1_925
OG0000859	lcl|NC_000922.1_prot_NP_225121.1_884	lcl|NC_005043.1_prot_WP_010883561.1_927	lcl|NC_002491.1_prot_WP_010883561.1_931	lcl|NC_017285.1_prot_WP_010883561.1_885	lcl|AE002161.1_prot_AAF38723.1_924
OG0000860	lcl|NC_000922.1_prot_NP_225125.1_888	lcl|NC_005043.1_prot_WP_041466971.1_931	lcl|NC_002491.1_prot_WP_010883565.1_935	lcl|NC_017285.1_prot_WP_014518170.1_881	lcl|AE002161.1_prot_AAF38718.1_919
OG0000861	lcl|NC_000922.1_prot_NP_225126.1_889	lcl|NC_005043.1_prot_WP_010883566.1_932	lcl|NC_002491.1_prot_WP_010895390.1_936	lcl|NC_017285.1_prot_WP_014518167.1_880	lcl|AE002161.1_prot_AAF38715.1_916
OG0000862	lcl|NC_000922.1_prot_NP_225127.1_890	lcl|NC_005043.1_prot_WP_011126256.1_933	lcl|NC_002491.1_prot_WP_010883567.1_937	lcl|NC_017285.1_prot_WP_014518166.1_879	lcl|AE002161.1_prot_AAF38714.1_915
OG0000863	lcl|NC_000922.1_prot_NP_225128.1_891	lcl|NC_005043.1_prot_WP_010883568.1_934	lcl|NC_002491.1_prot_WP_010883568.1_938	lcl|NC_017285.1_prot_WP_010883568.1_878	lcl|AE002161.1_prot_AAF38711.1_912
OG0000864	lcl|NC_000922.1_prot_NP_225129.1_892	lcl|NC_005043.1_prot_WP_010883569.1_935	lcl|NC_002491.1_prot_WP_010883569.1_939	lcl|NC_017285.1_prot_WP_010883569.1_877	lcl|AE002161.1_prot_AAF73717.1_911
OG0000865	lcl|NC_000922.1_prot_NP_225130.1_893	lcl|NC_005043.1_prot_WP_010883570.1_936	lcl|NC_002491.1_prot_WP_010883570.1_940	lcl|NC_017285.1_prot_WP_010883570.1_876	lcl|AE002161.1_prot_AAF38710.1_910
OG0000866	lcl|NC_000922.1_prot_NP_225131.1_894	lcl|NC_005043.1_prot_WP_010883571.1_937	lcl|NC_002491.1_prot_WP_010883571.1_941	lcl|NC_017285.1_prot_WP_010883571.1_875	lcl|AE002161.1_prot_AAF73716.1_909
OG0000867	lcl|NC_000922.1_prot_NP_225132.1_895	lcl|NC_005043.1_prot_WP_010883572.1_938	lcl|NC_002491.1_prot_WP_010883572.1_942	lcl|NC_017285.1_prot_WP_010883572.1_874	lcl|AE002161.1_prot_AAF38709.1_908
OG0000868	lcl|NC_000922.1_prot_NP_225133.1_896	lcl|NC_005043.1_prot_WP_010883573.1_939	lcl|NC_002491.1_prot_WP_010883573.1_943	lcl|NC_017285.1_prot_WP_010883573.1_873	lcl|AE002161.1_prot_AAF38708.1_907
OG0000869	lcl|NC_000922.1_prot_NP_225134.1_897	lcl|NC_005043.1_prot_WP_010883574.1_940	lcl|NC_002491.1_prot_WP_010883574.1_944	lcl|NC_017285.1_prot_WP_014518165.1_872	lcl|AE002161.1_prot_AAF38707.1_906
OG0000870	lcl|NC_000922.1_prot_NP_225135.1_898	lcl|NC_005043.1_prot_WP_010883575.1_941	lcl|NC_002491.1_prot_WP_010883575.1_945	lcl|NC_017285.1_prot_WP_014518164.1_871	lcl|AE002161.1_prot_AAF38706.1_905
OG0000871	lcl|NC_000922.1_prot_NP_225136.1_899	lcl|NC_005043.1_prot_WP_010892221.1_942	lcl|NC_002491.1_prot_WP_010892221.1_946	lcl|NC_017285.1_prot_WP_014518163.1_870	lcl|AE002161.1_prot_AAF38705.1_904
OG0000872	lcl|NC_000922.1_prot_NP_225137.1_900	lcl|NC_005043.1_prot_WP_010883577.1_943	lcl|NC_002491.1_prot_WP_010883577.1_947	lcl|NC_017285.1_prot_WP_014518162.1_869	lcl|AE002161.1_prot_AAF38704.1_903
OG0000873	lcl|NC_000922.1_prot_NP_225138.1_901	lcl|NC_005043.1_prot_WP_010883578.1_944	lcl|NC_002491.1_prot_WP_010883578.1_948	lcl|NC_017285.1_prot_WP_010883578.1_868	lcl|AE002161.1_prot_AAF38702.1_901
OG0000874	lcl|NC_000922.1_prot_NP_225139.1_902	lcl|NC_005043.1_prot_WP_010883579.1_945	lcl|NC_002491.1_prot_WP_010883579.1_949	lcl|NC_017285.1_prot_WP_014518161.1_867	lcl|AE002161.1_prot_AAF38700.1_899
OG0000875	lcl|NC_000922.1_prot_NP_225140.1_903	lcl|NC_005043.1_prot_WP_010883580.1_946	lcl|NC_002491.1_prot_WP_010883580.1_950	lcl|NC_017285.1_prot_WP_010883580.1_866	lcl|AE002161.1_prot_AAF38699.1_898
OG0000876	lcl|NC_000922.1_prot_NP_225141.1_904	lcl|NC_005043.1_prot_WP_010895391.1_947	lcl|NC_002491.1_prot_WP_010895391.1_951	lcl|NC_017285.1_prot_WP_080511707.1_865	lcl|AE002161.1_prot_AAF38698.1_897
OG0000877	lcl|NC_000922.1_prot_NP_225142.1_905	lcl|NC_005043.1_prot_WP_010883582.1_948	lcl|NC_002491.1_prot_WP_010883582.1_952	lcl|NC_017285.1_prot_WP_014518158.1_864	lcl|AE002161.1_prot_AAF38697.1_896
OG0000878	lcl|NC_000922.1_prot_NP_225143.1_906	lcl|NC_005043.1_prot_WP_010883583.1_949	lcl|NC_002491.1_prot_WP_010883583.1_953	lcl|NC_017285.1_prot_WP_014518157.1_863	lcl|AE002161.1_prot_AAF38696.1_895
OG0000879	lcl|NC_000922.1_prot_NP_225144.1_907	lcl|NC_005043.1_prot_WP_010892216.1_950	lcl|NC_002491.1_prot_WP_010892216.1_954	lcl|NC_017285.1_prot_WP_014518156.1_862	lcl|AE002161.1_prot_AAF38695.1_894
OG0000880	lcl|NC_000922.1_prot_NP_225145.1_908	lcl|NC_005043.1_prot_WP_010883585.1_951	lcl|NC_002491.1_prot_WP_010883585.1_955	lcl|NC_017285.1_prot_WP_014518155.1_861	lcl|AE002161.1_prot_AAF38694.1_893
OG0000881	lcl|NC_000922.1_prot_NP_225146.1_909	lcl|NC_005043.1_prot_WP_010883586.1_952	lcl|NC_002491.1_prot_WP_010883586.1_956	lcl|NC_017285.1_prot_WP_010883586.1_860	lcl|AE002161.1_prot_AAF38693.1_892
OG0000882	lcl|NC_000922.1_prot_NP_225147.1_910	lcl|NC_005043.1_prot_WP_010883587.1_953	lcl|NC_002491.1_prot_WP_010883587.1_957	lcl|NC_017285.1_prot_WP_010883587.1_859	lcl|AE002161.1_prot_AAF38692.1_891
OG0000883	lcl|NC_000922.1_prot_NP_225148.1_911	lcl|NC_005043.1_prot_WP_010883588.1_954	lcl|NC_002491.1_prot_WP_010883588.1_958	lcl|NC_017285.1_prot_WP_014518154.1_858	lcl|AE002161.1_prot_AAF38691.1_890
OG0000884	lcl|NC_000922.1_prot_NP_225149.1_912	lcl|NC_005043.1_prot_WP_010883589.1_958	lcl|NC_002491.1_prot_WP_010883589.1_962	lcl|NC_017285.1_prot_WP_014518151.1_855	lcl|AE002161.1_prot_AAF38690.1_889
OG0000885	lcl|NC_000922.1_prot_NP_225150.1_913	lcl|NC_005043.1_prot_WP_010883590.1_959	lcl|NC_002491.1_prot_WP_010883590.1_963	lcl|NC_017285.1_prot_WP_014518150.1_854	lcl|AE002161.1_prot_AAF38689.1_888
OG0000886	lcl|NC_000922.1_prot_NP_225151.1_914	lcl|NC_005043.1_prot_WP_010883591.1_960	lcl|NC_002491.1_prot_WP_010883591.1_964	lcl|NC_017285.1_prot_WP_014518149.1_853	lcl|AE002161.1_prot_AAF38688.1_887
OG0000887	lcl|NC_000922.1_prot_NP_225152.1_915	lcl|NC_005043.1_prot_WP_010883592.1_961	lcl|NC_002491.1_prot_WP_010895394.1_965	lcl|NC_017285.1_prot_WP_014518148.1_852	lcl|AE002161.1_prot_AAF38687.1_886
OG0000888	lcl|NC_000922.1_prot_NP_225153.2_916	lcl|NC_005043.1_prot_WP_080502223.1_962	lcl|NC_002491.1_prot_WP_080502223.1_966	lcl|NC_017285.1_prot_WP_080502223.1_851	lcl|AE002161.1_prot_AAF38686.1_885
OG0000889	lcl|NC_000922.1_prot_NP_225154.1_917	lcl|NC_005043.1_prot_WP_010883594.1_963	lcl|NC_002491.1_prot_WP_010883594.1_967	lcl|NC_017285.1_prot_WP_010883594.1_850	lcl|AE002161.1_prot_AAF38685.1_884
OG0000890	lcl|NC_000922.1_prot_NP_225155.1_918	lcl|NC_005043.1_prot_WP_010883595.1_964	lcl|NC_002491.1_prot_WP_010883595.1_968	lcl|NC_017285.1_prot_WP_014518147.1_849	lcl|AE002161.1_prot_AAF73715.1_883
OG0000891	lcl|NC_000922.1_prot_NP_225156.1_919	lcl|NC_005043.1_prot_WP_010883596.1_965	lcl|NC_002491.1_prot_WP_010895395.1_969	lcl|NC_017285.1_prot_WP_014518146.1_848	lcl|AE002161.1_prot_AAF38684.1_882
OG0000892	lcl|NC_000922.1_prot_NP_225157.1_920	lcl|NC_005043.1_prot_WP_010883597.1_966	lcl|NC_002491.1_prot_WP_010895396.1_970	lcl|NC_017285.1_prot_WP_035416992.1_847	lcl|AE002161.1_prot_AAF38683.1_881
OG0000893	lcl|NC_000922.1_prot_NP_225158.1_921	lcl|NC_005043.1_prot_WP_010883598.1_967	lcl|NC_002491.1_prot_WP_010883598.1_971	lcl|NC_017285.1_prot_WP_014518144.1_846	lcl|AE002161.1_prot_AAF38682.1_880
OG0000894	lcl|NC_000922.1_prot_NP_225159.1_922	lcl|NC_005043.1_prot_WP_010883599.1_968	lcl|NC_002491.1_prot_WP_010892214.1_972	lcl|NC_017285.1_prot_WP_010883599.1_845	lcl|AE002161.1_prot_AAF38681.1_879
OG0000895	lcl|NC_000922.1_prot_NP_225160.1_923	lcl|NC_005043.1_prot_WP_010883600.1_969	lcl|NC_002491.1_prot_WP_010883600.1_973	lcl|NC_017285.1_prot_WP_014518143.1_844	lcl|AE002161.1_prot_AAF38680.1_878
OG0000896	lcl|NC_000922.1_prot_NP_225161.1_924	lcl|NC_005043.1_prot_WP_010892213.1_970	lcl|NC_002491.1_prot_WP_010892213.1_974	lcl|NC_017285.1_prot_WP_014518142.1_843	lcl|AE002161.1_prot_AAF38679.1_877
OG0000897	lcl|NC_000922.1_prot_NP_225166.1_928	lcl|NC_005043.1_prot_WP_041466981.1_973	lcl|NC_002491.1_prot_WP_010883605.1_977	lcl|NC_017285.1_prot_WP_010883605.1_840	lcl|AE002161.1_prot_AAF38675.1_872
OG0000898	lcl|NC_000922.1_prot_NP_225167.1_929	lcl|NC_005043.1_prot_WP_010883606.1_974	lcl|NC_002491.1_prot_WP_010883606.1_978	lcl|NC_017285.1_prot_WP_014518139.1_839	lcl|AE002161.1_prot_AAF38674.1_871
OG0000899	lcl|NC_000922.1_prot_NP_225169.1_931	lcl|NC_005043.1_prot_WP_010883608.1_977	lcl|NC_002491.1_prot_WP_010883608.1_981	lcl|NC_017285.1_prot_832	lcl|AE002161.1_prot_AAF38670.1_867
OG0000900	lcl|NC_000922.1_prot_NP_225170.1_932	lcl|NC_005043.1_prot_WP_010895397.1_978	lcl|NC_002491.1_prot_WP_010895397.1_982	lcl|NC_017285.1_prot_WP_014518127.1_831	lcl|AE002161.1_prot_AAF38668.1_865
OG0000901	lcl|NC_000922.1_prot_NP_225174.1_936	lcl|NC_005043.1_prot_WP_010883613.1_982	lcl|NC_002491.1_prot_WP_010883613.1_985	lcl|NC_017285.1_prot_WP_080511703.1_827	lcl|AE002161.1_prot_AAF73713.1_861
OG0000902	lcl|NC_000922.1_prot_NP_225175.1_937	lcl|NC_005043.1_prot_WP_010883614.1_983	lcl|NC_002491.1_prot_WP_010895399.1_986	lcl|NC_017285.1_prot_WP_014518122.1_826	lcl|AE002161.1_prot_AAF38664.1_860
OG0000903	lcl|NC_000922.1_prot_NP_225176.1_938	lcl|NC_005043.1_prot_WP_010883615.1_984	lcl|NC_002491.1_prot_WP_010883615.1_987	lcl|NC_017285.1_prot_WP_014518121.1_825	lcl|AE002161.1_prot_AAF38663.1_859
OG0000904	lcl|NC_000922.1_prot_NP_225177.1_939	lcl|NC_005043.1_prot_WP_010883616.1_985	lcl|NC_002491.1_prot_WP_010883616.1_988	lcl|NC_017285.1_prot_WP_014518120.1_824	lcl|AE002161.1_prot_AAF38662.1_858
OG0000905	lcl|NC_000922.1_prot_NP_225180.1_942	lcl|NC_005043.1_prot_WP_010883619.1_988	lcl|NC_002491.1_prot_WP_010883619.1_991	lcl|NC_017285.1_prot_WP_014518118.1_821	lcl|AE002161.1_prot_AAF38658.1_854
OG0000906	lcl|NC_000922.1_prot_NP_225181.1_943	lcl|NC_005043.1_prot_WP_010883620.1_989	lcl|NC_002491.1_prot_WP_010883620.1_992	lcl|NC_017285.1_prot_WP_010883620.1_820	lcl|AE002161.1_prot_AAF38657.1_853
OG0000907	lcl|NC_000922.1_prot_NP_225182.1_944	lcl|NC_005043.1_prot_WP_010883621.1_990	lcl|NC_002491.1_prot_WP_010892203.1_993	lcl|NC_017285.1_prot_WP_014518117.1_819	lcl|AE002161.1_prot_AAF38656.1_852
OG0000908	lcl|NC_000922.1_prot_NP_225183.1_945	lcl|NC_005043.1_prot_WP_010883622.1_991	lcl|NC_002491.1_prot_WP_010883622.1_994	lcl|NC_017285.1_prot_WP_014518116.1_818	lcl|AE002161.1_prot_AAF38655.1_851
OG0000909	lcl|NC_000922.1_prot_NP_225184.1_946	lcl|NC_005043.1_prot_WP_010883623.1_992	lcl|NC_002491.1_prot_WP_010883623.1_995	lcl|NC_017285.1_prot_WP_014518115.1_817	lcl|AE002161.1_prot_AAF38654.1_850
OG0000910	lcl|NC_000922.1_prot_NP_225185.1_947	lcl|NC_005043.1_prot_WP_010883624.1_993	lcl|NC_002491.1_prot_WP_010883624.1_996	lcl|NC_017285.1_prot_WP_010883624.1_816	lcl|AE002161.1_prot_AAF38653.1_849
OG0000911	lcl|NC_000922.1_prot_NP_225186.1_948	lcl|NC_005043.1_prot_WP_010883625.1_994	lcl|NC_002491.1_prot_WP_010883625.1_997	lcl|NC_017285.1_prot_WP_014518114.1_815	lcl|AE002161.1_prot_AAF38652.1_848
OG0000912	lcl|NC_000922.1_prot_NP_225187.1_949	lcl|NC_005043.1_prot_WP_010883626.1_995	lcl|NC_002491.1_prot_WP_010883626.1_998	lcl|NC_017285.1_prot_WP_014518113.1_814	lcl|AE002161.1_prot_AAF38651.1_847
OG0000913	lcl|NC_000922.1_prot_NP_225188.1_950	lcl|NC_005043.1_prot_WP_010883627.1_996	lcl|NC_002491.1_prot_WP_010883627.1_999	lcl|NC_017285.1_prot_WP_010883627.1_813	lcl|AE002161.1_prot_AAF38650.1_846
OG0000914	lcl|NC_000922.1_prot_NP_225189.1_951	lcl|NC_005043.1_prot_WP_010883628.1_997	lcl|NC_002491.1_prot_WP_010883628.1_1000	lcl|NC_017285.1_prot_WP_010883628.1_812	lcl|AE002161.1_prot_AAF38649.1_845
OG0000915	lcl|NC_000922.1_prot_NP_225190.1_952	lcl|NC_005043.1_prot_WP_011126274.1_998	lcl|NC_002491.1_prot_WP_010883629.1_1001	lcl|NC_017285.1_prot_WP_014518112.1_811	lcl|AE002161.1_prot_AAF38648.1_844
OG0000916	lcl|NC_000922.1_prot_NP_225191.1_953	lcl|NC_005043.1_prot_WP_010883630.1_999	lcl|NC_002491.1_prot_WP_010883630.1_1002	lcl|NC_017285.1_prot_WP_014518111.1_810	lcl|AE002161.1_prot_AAF38647.1_843
OG0000917	lcl|NC_000922.1_prot_NP_225192.1_954	lcl|NC_005043.1_prot_WP_010883631.1_1000	lcl|NC_002491.1_prot_WP_010883631.1_1003	lcl|NC_017285.1_prot_WP_010883631.1_809	lcl|AE002161.1_prot_AAF38646.1_842
OG0000918	lcl|NC_000922.1_prot_NP_225193.1_955	lcl|NC_005043.1_prot_WP_011126275.1_1001	lcl|NC_002491.1_prot_WP_010883632.1_1004	lcl|NC_017285.1_prot_WP_014518110.1_808	lcl|AE002161.1_prot_AAF38644.1_840
OG0000919	lcl|NC_000922.1_prot_NP_225194.1_956	lcl|NC_005043.1_prot_WP_010883633.1_1002	lcl|NC_002491.1_prot_WP_010883633.1_1005	lcl|NC_017285.1_prot_WP_010883633.1_807	lcl|AE002161.1_prot_AAF38643.1_839
OG0000920	lcl|NC_000922.1_prot_NP_225195.1_957	lcl|NC_005043.1_prot_WP_010883634.1_1003	lcl|NC_002491.1_prot_WP_010883634.1_1006	lcl|NC_017285.1_prot_WP_014518108.1_806	lcl|AE002161.1_prot_AAF73712.1_837
OG0000921	lcl|NC_000922.1_prot_NP_225196.1_958	lcl|NC_005043.1_prot_WP_010883635.1_1004	lcl|NC_002491.1_prot_WP_010883635.1_1007	lcl|NC_017285.1_prot_WP_010883635.1_805	lcl|AE002161.1_prot_AAF38641.1_836
OG0000922	lcl|NC_000922.1_prot_NP_225197.1_959	lcl|NC_005043.1_prot_WP_010883636.1_1005	lcl|NC_002491.1_prot_WP_010883636.1_1008	lcl|NC_017285.1_prot_WP_014518107.1_804	lcl|AE002161.1_prot_AAF38640.1_835
OG0000923	lcl|NC_000922.1_prot_NP_225198.1_960	lcl|NC_005043.1_prot_WP_010883637.1_1006	lcl|NC_002491.1_prot_WP_010883637.1_1009	lcl|NC_017285.1_prot_WP_014518106.1_803	lcl|AE002161.1_prot_AAF38639.1_834
OG0000924	lcl|NC_000922.1_prot_NP_225199.1_961	lcl|NC_005043.1_prot_WP_010883638.1_1007	lcl|NC_002491.1_prot_WP_010883638.1_1010	lcl|NC_017285.1_prot_WP_010883638.1_802	lcl|AE002161.1_prot_AAF38638.1_833
